Open_time,Open,High,Low,Close,Volume,Symbol
2023-01-01 07:15:00,1200.88000000,1200.89000000,1197.70000000,1199.26000000,2841.63470000,ETHUSDT
2023-01-01 07:30:00,1199.26000000,1199.94000000,1197.75000000,1197.89000000,2689.64560000,ETHUSDT
2023-01-01 07:45:00,1197.89000000,1197.89000000,1193.08000000,1196.19000000,2990.34390000,ETHUSDT
2023-01-01 08:00:00,1196.18000000,1196.19000000,1193.60000000,1195.57000000,2481.74800000,ETHUSDT
2023-01-01 08:15:00,1195.58000000,1196.70000000,1194.98000000,1195.68000000,1659.64450000,ETHUSDT
2023-01-01 08:30:00,1195.68000000,1197.43000000,1195.02000000,1196.81000000,947.32540000,ETHUSDT
2023-01-01 08:45:00,1196.82000000,1196.99000000,1195.42000000,1196.13000000,838.71410000,ETHUSDT
2023-01-01 09:00:00,1196.13000000,1196.69000000,1194.55000000,1194.55000000,1245.88550000,ETHUSDT
2023-01-01 09:15:00,1194.55000000,1196.70000000,1194.31000000,1196.61000000,1141.60750000,ETHUSDT
2023-01-01 09:30:00,1196.62000000,1196.62000000,1192.72000000,1193.64000000,2206.94090000,ETHUSDT
2023-01-01 09:45:00,1193.64000000,1195.06000000,1193.63000000,1194.09000000,1294.95010000,ETHUSDT
2023-01-01 10:00:00,1194.09000000,1195.75000000,1193.84000000,1195.38000000,1175.80100000,ETHUSDT
2023-01-01 10:15:00,1195.38000000,1195.61000000,1195.01000000,1195.45000000,534.11010000,ETHUSDT
2023-01-01 10:30:00,1195.45000000,1195.58000000,1194.72000000,1194.92000000,815.54920000,ETHUSDT
2023-01-01 10:45:00,1194.92000000,1196.37000000,1194.92000000,1196.02000000,631.74760000,ETHUSDT
2023-01-01 11:00:00,1196.01000000,1196.02000000,1194.11000000,1195.22000000,1695.50410000,ETHUSDT
2023-01-01 11:15:00,1195.21000000,1196.13000000,1195.02000000,1196.12000000,775.10990000,ETHUSDT
2023-01-01 11:30:00,1196.13000000,1196.74000000,1195.27000000,1195.27000000,745.93400000,ETHUSDT
2023-01-01 11:45:00,1195.28000000,1195.72000000,1195.27000000,1195.40000000,535.49960000,ETHUSDT
2023-01-01 12:00:00,1195.41000000,1195.41000000,1192.28000000,1193.20000000,3422.85300000,ETHUSDT
2023-01-01 12:15:00,1193.19000000,1193.40000000,1191.71000000,1193.38000000,2262.14150000,ETHUSDT
2023-01-01 12:30:00,1193.39000000,1194.00000000,1193.17000000,1194.00000000,923.97970000,ETHUSDT
2023-01-01 12:45:00,1194.00000000,1194.39000000,1193.75000000,1194.04000000,884.44650000,ETHUSDT
2023-01-01 13:00:00,1194.05000000,1194.05000000,1192.63000000,1192.64000000,1580.23920000,ETHUSDT
2023-01-01 13:15:00,1192.63000000,1192.85000000,1190.57000000,1192.18000000,3052.21940000,ETHUSDT
2023-01-01 13:30:00,1192.18000000,1192.93000000,1192.03000000,1192.04000000,742.60900000,ETHUSDT
2023-01-01 13:45:00,1192.03000000,1192.93000000,1191.98000000,1192.92000000,1034.18150000,ETHUSDT
2023-01-01 14:00:00,1192.92000000,1193.53000000,1192.71000000,1193.29000000,614.58960000,ETHUSDT
2023-01-01 14:15:00,1193.29000000,1194.26000000,1193.13000000,1194.18000000,639.88750000,ETHUSDT
2023-01-01 14:30:00,1194.19000000,1194.26000000,1193.52000000,1194.10000000,541.52140000,ETHUSDT
2023-01-01 14:45:00,1194.09000000,1194.67000000,1194.09000000,1194.54000000,520.34630000,ETHUSDT
2023-01-01 15:00:00,1194.55000000,1195.23000000,1193.97000000,1194.09000000,1376.01060000,ETHUSDT
2023-01-01 15:15:00,1194.09000000,1194.92000000,1194.09000000,1194.60000000,1068.87360000,ETHUSDT
2023-01-01 15:30:00,1194.59000000,1194.60000000,1193.81000000,1194.37000000,642.78200000,ETHUSDT
2023-01-01 15:45:00,1194.36000000,1194.82000000,1194.11000000,1194.81000000,1014.42950000,ETHUSDT
2023-01-01 16:00:00,1194.81000000,1195.18000000,1193.63000000,1194.37000000,1675.18340000,ETHUSDT
2023-01-01 16:15:00,1194.36000000,1194.61000000,1193.04000000,1194.60000000,1522.09550000,ETHUSDT
2023-01-01 16:30:00,1194.61000000,1195.17000000,1193.80000000,1195.16000000,910.73220000,ETHUSDT
2023-01-01 16:45:00,1195.16000000,1195.75000000,1194.61000000,1195.06000000,1718.75870000,ETHUSDT
2023-01-01 17:00:00,1195.07000000,1195.90000000,1194.50000000,1194.51000000,1266.43820000,ETHUSDT
2023-01-01 17:15:00,1194.50000000,1195.55000000,1194.38000000,1195.28000000,652.55020000,ETHUSDT
2023-01-01 17:30:00,1195.27000000,1195.55000000,1194.24000000,1194.29000000,619.20200000,ETHUSDT
2023-01-01 17:45:00,1194.30000000,1194.68000000,1194.17000000,1194.28000000,586.41180000,ETHUSDT
2023-01-01 18:00:00,1194.27000000,1194.58000000,1193.98000000,1194.57000000,757.70540000,ETHUSDT
2023-01-01 18:15:00,1194.56000000,1195.62000000,1194.56000000,1194.76000000,817.16210000,ETHUSDT
2023-01-01 18:30:00,1194.76000000,1195.99000000,1194.76000000,1195.98000000,450.99080000,ETHUSDT
2023-01-01 18:45:00,1195.98000000,1196.55000000,1195.60000000,1196.48000000,738.08950000,ETHUSDT
2023-01-01 19:00:00,1196.47000000,1196.48000000,1195.70000000,1196.29000000,489.05010000,ETHUSDT
2023-01-01 19:15:00,1196.29000000,1196.34000000,1195.98000000,1196.21000000,380.10430000,ETHUSDT
2023-01-01 19:30:00,1196.22000000,1196.22000000,1195.59000000,1195.66000000,556.51410000,ETHUSDT
2023-01-01 19:45:00,1195.66000000,1197.19000000,1195.66000000,1197.14000000,580.91240000,ETHUSDT
2023-01-01 20:00:00,1197.14000000,1197.41000000,1196.59000000,1196.92000000,1058.88850000,ETHUSDT
2023-01-01 20:15:00,1196.93000000,1196.93000000,1196.08000000,1196.16000000,618.41010000,ETHUSDT
2023-01-01 20:30:00,1196.16000000,1196.44000000,1195.81000000,1196.05000000,773.11900000,ETHUSDT
2023-01-01 20:45:00,1196.04000000,1196.35000000,1195.72000000,1196.34000000,403.63660000,ETHUSDT
2023-01-01 21:00:00,1196.35000000,1197.55000000,1195.83000000,1197.21000000,1232.32200000,ETHUSDT
2023-01-01 21:15:00,1197.21000000,1198.50000000,1196.73000000,1197.88000000,1598.10780000,ETHUSDT
2023-01-01 21:30:00,1197.88000000,1198.36000000,1196.95000000,1197.02000000,908.78770000,ETHUSDT
2023-01-01 21:45:00,1197.03000000,1197.58000000,1197.02000000,1197.17000000,679.51900000,ETHUSDT
2023-01-01 22:00:00,1197.16000000,1197.29000000,1196.21000000,1196.37000000,939.55000000,ETHUSDT
2023-01-01 22:15:00,1196.38000000,1196.38000000,1195.67000000,1196.06000000,836.40380000,ETHUSDT
2023-01-01 22:30:00,1196.06000000,1196.12000000,1193.54000000,1194.56000000,2497.71230000,ETHUSDT
2023-01-01 22:45:00,1194.56000000,1195.26000000,1194.17000000,1195.26000000,530.78290000,ETHUSDT
2023-01-01 23:00:00,1195.26000000,1195.50000000,1194.69000000,1195.49000000,934.05850000,ETHUSDT
2023-01-01 23:15:00,1195.49000000,1195.86000000,1195.43000000,1195.59000000,712.37060000,ETHUSDT
2023-01-01 23:30:00,1195.58000000,1195.63000000,1194.84000000,1194.92000000,795.63120000,ETHUSDT
2023-01-01 23:45:00,1194.92000000,1195.30000000,1194.20000000,1194.50000000,1054.19810000,ETHUSDT
2023-01-02 00:00:00,1194.50000000,1195.36000000,1194.50000000,1195.36000000,652.06000000,ETHUSDT
2023-01-02 00:15:00,1195.35000000,1195.51000000,1194.34000000,1195.21000000,809.14440000,ETHUSDT
2023-01-02 00:30:00,1195.21000000,1196.14000000,1195.21000000,1196.08000000,736.90410000,ETHUSDT
2023-01-02 00:45:00,1196.08000000,1196.81000000,1195.60000000,1196.81000000,573.30490000,ETHUSDT
2023-01-02 01:00:00,1196.81000000,1197.74000000,1195.88000000,1196.07000000,1242.75860000,ETHUSDT
2023-01-02 01:15:00,1196.07000000,1197.71000000,1196.06000000,1197.70000000,3257.31970000,ETHUSDT
2023-01-02 01:30:00,1197.71000000,1198.35000000,1196.60000000,1196.88000000,3277.63490000,ETHUSDT
2023-01-02 01:45:00,1196.88000000,1197.98000000,1196.80000000,1197.34000000,889.96930000,ETHUSDT
2023-01-02 02:00:00,1197.35000000,1198.68000000,1197.34000000,1198.13000000,1235.37480000,ETHUSDT
2023-01-02 02:15:00,1198.13000000,1203.50000000,1198.12000000,1200.88000000,6835.36220000,ETHUSDT
2023-01-02 02:30:00,1200.88000000,1201.68000000,1200.36000000,1201.02000000,1427.59870000,ETHUSDT
2023-01-02 02:45:00,1201.02000000,1201.08000000,1200.44000000,1200.68000000,930.70810000,ETHUSDT
2023-01-02 03:00:00,1200.67000000,1202.91000000,1200.67000000,1201.86000000,2545.11780000,ETHUSDT
2023-01-02 03:15:00,1201.86000000,1202.00000000,1201.14000000,1201.56000000,834.13220000,ETHUSDT
2023-01-02 03:30:00,1201.56000000,1201.86000000,1201.04000000,1201.48000000,1182.19230000,ETHUSDT
2023-01-02 03:45:00,1201.47000000,1201.48000000,1200.77000000,1200.92000000,707.71600000,ETHUSDT
2023-01-02 04:00:00,1200.93000000,1203.39000000,1200.92000000,1203.33000000,2032.45960000,ETHUSDT
2023-01-02 04:15:00,1203.33000000,1204.51000000,1202.22000000,1203.62000000,2359.35420000,ETHUSDT
2023-01-02 04:30:00,1203.62000000,1203.70000000,1202.50000000,1202.51000000,1239.86690000,ETHUSDT
2023-01-02 04:45:00,1202.51000000,1202.73000000,1201.50000000,1201.78000000,1018.94980000,ETHUSDT
2023-01-02 05:00:00,1201.77000000,1202.27000000,1201.44000000,1202.19000000,1124.24850000,ETHUSDT
2023-01-02 05:15:00,1202.19000000,1204.67000000,1202.19000000,1202.98000000,1842.75940000,ETHUSDT
2023-01-02 05:30:00,1202.98000000,1203.59000000,1202.20000000,1202.21000000,821.18890000,ETHUSDT
2023-01-02 05:45:00,1202.20000000,1202.50000000,1201.39000000,1201.40000000,635.56760000,ETHUSDT
2023-01-02 06:00:00,1201.40000000,1201.72000000,1200.65000000,1200.95000000,1008.50090000,ETHUSDT
2023-01-02 06:15:00,1200.96000000,1202.13000000,1200.95000000,1202.12000000,650.51080000,ETHUSDT
2023-01-02 06:30:00,1202.12000000,1202.73000000,1201.83000000,1202.55000000,783.58730000,ETHUSDT
2023-01-02 06:45:00,1202.55000000,1203.08000000,1202.36000000,1202.85000000,979.98810000,ETHUSDT
2023-01-02 07:00:00,1202.85000000,1203.08000000,1202.40000000,1202.45000000,826.59840000,ETHUSDT
2023-01-02 07:15:00,1202.45000000,1202.64000000,1202.23000000,1202.29000000,779.02810000,ETHUSDT
2023-01-02 07:30:00,1202.28000000,1202.46000000,1202.06000000,1202.06000000,779.12460000,ETHUSDT
2023-01-02 07:45:00,1202.07000000,1202.07000000,1200.45000000,1201.03000000,879.29980000,ETHUSDT
2023-01-02 08:00:00,1201.04000000,1202.49000000,1200.29000000,1202.15000000,1864.02780000,ETHUSDT
2023-01-02 08:15:00,1202.14000000,1202.37000000,1200.16000000,1200.17000000,3531.85330000,ETHUSDT
2023-01-02 08:30:00,1200.16000000,1201.30000000,1199.36000000,1200.66000000,2594.33140000,ETHUSDT
2023-01-02 08:45:00,1200.66000000,1201.00000000,1199.43000000,1200.34000000,2458.37650000,ETHUSDT
2023-01-02 09:00:00,1200.33000000,1201.04000000,1199.50000000,1199.97000000,2168.89500000,ETHUSDT
2023-01-02 09:15:00,1199.97000000,1199.97000000,1197.99000000,1198.17000000,1837.01530000,ETHUSDT
2023-01-02 09:30:00,1198.17000000,1198.76000000,1197.50000000,1198.46000000,1492.08230000,ETHUSDT
2023-01-02 09:45:00,1198.46000000,1198.61000000,1197.61000000,1198.16000000,763.11530000,ETHUSDT
2023-01-02 10:00:00,1198.16000000,1198.31000000,1194.78000000,1195.76000000,8246.61190000,ETHUSDT
2023-01-02 10:15:00,1195.75000000,1196.13000000,1193.00000000,1196.09000000,3685.16170000,ETHUSDT
2023-01-02 10:30:00,1196.09000000,1196.44000000,1195.27000000,1196.03000000,953.30410000,ETHUSDT
2023-01-02 10:45:00,1196.03000000,1196.03000000,1195.09000000,1195.16000000,937.79490000,ETHUSDT
2023-01-02 11:00:00,1195.15000000,1196.41000000,1194.46000000,1196.26000000,1355.29230000,ETHUSDT
2023-01-02 11:15:00,1196.27000000,1196.42000000,1195.55000000,1196.20000000,608.66200000,ETHUSDT
2023-01-02 11:30:00,1196.21000000,1196.61000000,1196.16000000,1196.61000000,654.12740000,ETHUSDT
2023-01-02 11:45:00,1196.61000000,1197.24000000,1196.60000000,1196.79000000,541.93360000,ETHUSDT
2023-01-02 12:00:00,1196.79000000,1197.47000000,1196.58000000,1196.60000000,1570.71730000,ETHUSDT
2023-01-02 12:15:00,1196.61000000,1197.24000000,1196.56000000,1196.91000000,857.86670000,ETHUSDT
2023-01-02 12:30:00,1196.90000000,1197.84000000,1196.90000000,1197.73000000,732.62920000,ETHUSDT
2023-01-02 12:45:00,1197.72000000,1203.53000000,1197.40000000,1201.94000000,5749.03880000,ETHUSDT
2023-01-02 13:00:00,1201.94000000,1202.95000000,1200.14000000,1200.47000000,1875.48690000,ETHUSDT
2023-01-02 13:15:00,1200.48000000,1201.11000000,1199.87000000,1200.84000000,2238.83390000,ETHUSDT
2023-01-02 13:30:00,1200.85000000,1201.98000000,1200.25000000,1200.72000000,1522.79950000,ETHUSDT
2023-01-02 13:45:00,1200.73000000,1201.86000000,1200.57000000,1201.85000000,800.76580000,ETHUSDT
2023-01-02 14:00:00,1201.85000000,1202.29000000,1201.10000000,1201.21000000,1189.63710000,ETHUSDT
2023-01-02 14:15:00,1201.21000000,1201.91000000,1200.15000000,1201.90000000,1380.47920000,ETHUSDT
2023-01-02 14:30:00,1201.91000000,1202.55000000,1201.14000000,1202.55000000,1139.69570000,ETHUSDT
2023-01-02 14:45:00,1202.55000000,1202.99000000,1202.34000000,1202.35000000,965.98300000,ETHUSDT
2023-01-02 15:00:00,1202.36000000,1204.19000000,1202.35000000,1202.75000000,1620.24730000,ETHUSDT
2023-01-02 15:15:00,1202.75000000,1203.72000000,1202.58000000,1202.58000000,845.26570000,ETHUSDT
2023-01-02 15:30:00,1202.58000000,1202.59000000,1200.55000000,1200.95000000,2176.30350000,ETHUSDT
2023-01-02 15:45:00,1200.95000000,1201.58000000,1200.79000000,1201.58000000,561.90590000,ETHUSDT
2023-01-02 16:00:00,1201.58000000,1208.14000000,1201.39000000,1208.07000000,5467.51910000,ETHUSDT
2023-01-02 16:15:00,1208.08000000,1220.00000000,1206.17000000,1212.95000000,29824.98830000,ETHUSDT
2023-01-02 16:30:00,1212.95000000,1216.37000000,1212.01000000,1215.01000000,10255.24030000,ETHUSDT
2023-01-02 16:45:00,1215.01000000,1215.37000000,1212.86000000,1213.09000000,4143.37100000,ETHUSDT
2023-01-02 17:00:00,1213.08000000,1214.98000000,1212.74000000,1214.61000000,3293.13100000,ETHUSDT
2023-01-02 17:15:00,1214.61000000,1216.23000000,1213.62000000,1215.24000000,3697.05530000,ETHUSDT
2023-01-02 17:30:00,1215.23000000,1217.27000000,1215.23000000,1215.62000000,2367.46050000,ETHUSDT
2023-01-02 17:45:00,1215.62000000,1216.68000000,1214.67000000,1215.94000000,2160.44220000,ETHUSDT
2023-01-02 18:00:00,1215.93000000,1218.86000000,1215.74000000,1216.80000000,4704.71210000,ETHUSDT
2023-01-02 18:15:00,1216.80000000,1218.48000000,1216.68000000,1217.10000000,2433.84150000,ETHUSDT
2023-01-02 18:30:00,1217.10000000,1219.32000000,1217.06000000,1218.48000000,2933.87030000,ETHUSDT
2023-01-02 18:45:00,1218.48000000,1218.61000000,1216.91000000,1217.18000000,3647.58160000,ETHUSDT
2023-01-02 19:00:00,1217.18000000,1224.29000000,1216.61000000,1220.01000000,22666.62550000,ETHUSDT
2023-01-02 19:15:00,1220.00000000,1220.62000000,1217.75000000,1218.35000000,6269.20730000,ETHUSDT
2023-01-02 19:30:00,1218.35000000,1219.46000000,1217.13000000,1217.24000000,2827.10330000,ETHUSDT
2023-01-02 19:45:00,1217.24000000,1218.19000000,1217.23000000,1217.75000000,1515.20050000,ETHUSDT
2023-01-02 20:00:00,1217.74000000,1217.88000000,1216.97000000,1217.34000000,1347.98680000,ETHUSDT
2023-01-02 20:15:00,1217.33000000,1217.34000000,1215.93000000,1215.94000000,1820.40770000,ETHUSDT
2023-01-02 20:30:00,1215.93000000,1216.95000000,1214.29000000,1216.48000000,3418.66570000,ETHUSDT
2023-01-02 20:45:00,1216.48000000,1217.48000000,1216.47000000,1217.35000000,1181.13500000,ETHUSDT
2023-01-02 21:00:00,1217.35000000,1218.31000000,1216.96000000,1217.40000000,2430.07650000,ETHUSDT
2023-01-02 21:15:00,1217.40000000,1218.67000000,1217.17000000,1217.70000000,1452.80920000,ETHUSDT
2023-01-02 21:30:00,1217.70000000,1218.07000000,1217.00000000,1217.00000000,1147.96540000,ETHUSDT
2023-01-02 21:45:00,1217.01000000,1217.45000000,1216.61000000,1216.62000000,694.97470000,ETHUSDT
2023-01-02 22:00:00,1216.62000000,1217.01000000,1215.52000000,1216.29000000,1839.59880000,ETHUSDT
2023-01-02 22:15:00,1216.28000000,1216.45000000,1215.33000000,1216.30000000,881.60070000,ETHUSDT
2023-01-02 22:30:00,1216.30000000,1216.35000000,1214.04000000,1214.08000000,2676.81990000,ETHUSDT
2023-01-02 22:45:00,1214.08000000,1215.37000000,1214.08000000,1214.95000000,1521.27440000,ETHUSDT
2023-01-02 23:00:00,1214.95000000,1218.39000000,1214.94000000,1216.40000000,4801.03720000,ETHUSDT
2023-01-02 23:15:00,1216.39000000,1217.25000000,1215.34000000,1215.75000000,1613.77830000,ETHUSDT
2023-01-02 23:30:00,1215.75000000,1216.48000000,1214.92000000,1216.47000000,1872.46500000,ETHUSDT
2023-01-02 23:45:00,1216.48000000,1217.01000000,1216.27000000,1216.78000000,1629.58540000,ETHUSDT
2023-01-03 00:00:00,1216.77000000,1217.72000000,1215.45000000,1216.93000000,2753.06310000,ETHUSDT
2023-01-03 00:15:00,1216.93000000,1220.00000000,1216.92000000,1218.45000000,5451.94640000,ETHUSDT
2023-01-03 00:30:00,1218.45000000,1220.98000000,1218.44000000,1220.43000000,3779.68510000,ETHUSDT
2023-01-03 00:45:00,1220.44000000,1220.44000000,1218.50000000,1219.00000000,2382.22820000,ETHUSDT
2023-01-03 01:00:00,1219.00000000,1220.29000000,1218.58000000,1219.30000000,2407.62700000,ETHUSDT
2023-01-03 01:15:00,1219.31000000,1219.60000000,1218.09000000,1218.23000000,1401.99780000,ETHUSDT
2023-01-03 01:30:00,1218.22000000,1218.75000000,1217.97000000,1218.57000000,1215.12040000,ETHUSDT
2023-01-03 01:45:00,1218.57000000,1218.58000000,1216.26000000,1216.51000000,2263.28640000,ETHUSDT
2023-01-03 02:00:00,1216.52000000,1217.37000000,1215.74000000,1216.33000000,1827.91450000,ETHUSDT
2023-01-03 02:15:00,1216.34000000,1216.93000000,1216.33000000,1216.93000000,719.53470000,ETHUSDT
2023-01-03 02:30:00,1216.93000000,1217.28000000,1216.10000000,1216.35000000,2172.77610000,ETHUSDT
2023-01-03 02:45:00,1216.34000000,1217.14000000,1216.28000000,1217.08000000,636.12430000,ETHUSDT
2023-01-03 03:00:00,1217.09000000,1217.14000000,1216.66000000,1216.78000000,625.55190000,ETHUSDT
2023-01-03 03:15:00,1216.79000000,1218.15000000,1216.74000000,1217.85000000,904.54130000,ETHUSDT
2023-01-03 03:30:00,1217.84000000,1218.13000000,1217.75000000,1217.94000000,676.71660000,ETHUSDT
2023-01-03 03:45:00,1217.93000000,1219.35000000,1217.63000000,1218.03000000,1477.18410000,ETHUSDT
2023-01-03 04:00:00,1218.04000000,1218.26000000,1218.00000000,1218.25000000,368.32470000,ETHUSDT
2023-01-03 04:15:00,1218.26000000,1218.61000000,1217.38000000,1217.38000000,642.02780000,ETHUSDT
2023-01-03 04:30:00,1217.38000000,1218.00000000,1217.38000000,1217.99000000,512.17070000,ETHUSDT
2023-01-03 04:45:00,1218.00000000,1219.30000000,1217.98000000,1218.87000000,1310.25250000,ETHUSDT
2023-01-03 05:00:00,1218.88000000,1218.88000000,1216.61000000,1217.42000000,1024.48960000,ETHUSDT
2023-01-03 05:15:00,1217.41000000,1218.69000000,1216.84000000,1218.19000000,970.36140000,ETHUSDT
2023-01-03 05:30:00,1218.20000000,1218.81000000,1217.54000000,1218.80000000,563.17950000,ETHUSDT
2023-01-03 05:45:00,1218.80000000,1218.81000000,1218.12000000,1218.40000000,590.18110000,ETHUSDT
2023-01-03 06:00:00,1218.39000000,1219.92000000,1218.18000000,1218.90000000,939.51300000,ETHUSDT
2023-01-03 06:15:00,1218.89000000,1219.07000000,1218.09000000,1218.45000000,531.07910000,ETHUSDT
2023-01-03 06:30:00,1218.45000000,1219.30000000,1218.44000000,1218.47000000,808.37740000,ETHUSDT
2023-01-03 06:45:00,1218.46000000,1223.85000000,1218.46000000,1219.79000000,3931.75790000,ETHUSDT
2023-01-03 07:00:00,1219.79000000,1220.31000000,1217.53000000,1217.81000000,2696.00800000,ETHUSDT
2023-01-03 07:15:00,1217.82000000,1218.05000000,1217.17000000,1217.18000000,1284.48850000,ETHUSDT
2023-01-03 07:30:00,1217.18000000,1217.91000000,1216.41000000,1217.00000000,2495.36530000,ETHUSDT
2023-01-03 07:45:00,1217.01000000,1217.01000000,1211.22000000,1215.11000000,6291.76270000,ETHUSDT
2023-01-03 08:00:00,1215.10000000,1217.11000000,1212.82000000,1215.97000000,3882.81090000,ETHUSDT
2023-01-03 08:15:00,1215.96000000,1216.17000000,1214.96000000,1215.69000000,1687.68620000,ETHUSDT
2023-01-03 08:30:00,1215.68000000,1216.17000000,1214.20000000,1215.85000000,1825.58310000,ETHUSDT
2023-01-03 08:45:00,1215.86000000,1215.86000000,1213.32000000,1214.00000000,2734.24090000,ETHUSDT
2023-01-03 09:00:00,1213.99000000,1215.73000000,1213.00000000,1215.47000000,2501.96230000,ETHUSDT
2023-01-03 09:15:00,1215.47000000,1215.88000000,1214.26000000,1214.32000000,1039.96240000,ETHUSDT
2023-01-03 09:30:00,1214.31000000,1216.68000000,1214.31000000,1216.41000000,1344.07590000,ETHUSDT
2023-01-03 09:45:00,1216.42000000,1216.81000000,1215.43000000,1215.55000000,1031.09020000,ETHUSDT
2023-01-03 10:00:00,1215.55000000,1215.79000000,1214.03000000,1214.12000000,2026.12750000,ETHUSDT
2023-01-03 10:15:00,1214.11000000,1214.30000000,1211.50000000,1212.14000000,2561.82290000,ETHUSDT
2023-01-03 10:30:00,1212.14000000,1214.39000000,1211.56000000,1213.57000000,1983.94180000,ETHUSDT
2023-01-03 10:45:00,1213.56000000,1214.27000000,1212.82000000,1214.14000000,954.21410000,ETHUSDT
2023-01-03 11:00:00,1214.13000000,1214.80000000,1212.97000000,1214.80000000,1260.56010000,ETHUSDT
2023-01-03 11:15:00,1214.80000000,1214.80000000,1213.95000000,1214.08000000,1051.12520000,ETHUSDT
2023-01-03 11:30:00,1214.08000000,1215.22000000,1214.08000000,1215.10000000,1689.62470000,ETHUSDT
2023-01-03 11:45:00,1215.09000000,1215.17000000,1214.21000000,1214.22000000,793.97800000,ETHUSDT
2023-01-03 12:00:00,1214.21000000,1214.22000000,1212.93000000,1213.26000000,1731.47630000,ETHUSDT
2023-01-03 12:15:00,1213.27000000,1215.74000000,1213.06000000,1214.92000000,1441.52190000,ETHUSDT
2023-01-03 12:30:00,1214.93000000,1216.21000000,1214.71000000,1215.19000000,1771.71050000,ETHUSDT
2023-01-03 12:45:00,1215.18000000,1215.88000000,1215.18000000,1215.59000000,1565.85540000,ETHUSDT
2023-01-03 13:00:00,1215.58000000,1215.73000000,1215.17000000,1215.63000000,979.67090000,ETHUSDT
2023-01-03 13:15:00,1215.63000000,1215.79000000,1214.65000000,1214.95000000,879.07330000,ETHUSDT
2023-01-03 13:30:00,1214.96000000,1215.05000000,1214.28000000,1214.40000000,834.79760000,ETHUSDT
2023-01-03 13:45:00,1214.39000000,1214.52000000,1213.41000000,1213.54000000,1596.00440000,ETHUSDT
2023-01-03 14:00:00,1213.55000000,1215.38000000,1213.43000000,1215.37000000,1164.41080000,ETHUSDT
2023-01-03 14:15:00,1215.37000000,1216.14000000,1215.01000000,1215.15000000,1032.53110000,ETHUSDT
