Close
1205.22
1204.38
1203.65
1202.86
1202.26
1202.95
1203.27
1202.79
1200.75
1200.15
1200.47
1200.78
1200.63
1200.18
1199.63
1199.6
1200.56
1200.41
1202.28
1202.65
1202.65
1202.84
1203.37
1202.34
1202.8
1201.54
1200.66
1200.1
1200.89
1199.26
1197.89
1196.19
1195.57
1195.68
1196.81
1196.13
1194.55
1196.61
1193.64
1194.09
1195.38
1195.45
1194.92
1196.02
1195.22
1196.12
1195.27
1195.4
1193.2
1193.38
1194
1194.04
1192.64
1192.18
1192.04
1192.92
1193.29
1194.18
1194.1
1194.54
1194.09
1194.6
1194.37
1194.81
1194.37
1194.6
1195.16
1195.06
1194.51
1195.28
1194.29
1194.28
1194.57
1194.76
1195.98
1196.48
1196.29
1196.21
1195.66
1197.14
1196.92
1196.16
1196.05
1196.34
1197.21
1197.88
1197.02
1197.17
1196.37
1196.06
1194.56
1195.26
1195.49
1195.59
1194.92
1194.5
1195.36
1195.21
1196.08
1196.81
1196.07
1197.7
1196.88
1197.34
1198.13
1200.88
1201.02
1200.68
1201.86
1201.56
1201.48
1200.92
1203.33
1203.62
1202.51
1201.78
1202.19
1202.98
1202.21
1201.4
1200.95
1202.12
1202.55
1202.85
1202.45
1202.29
1202.06
1201.03
1202.15
1200.17
1200.66
1200.34
1199.97
1198.17
1198.46
1198.16
1195.76
1196.09
1196.03
1195.16
1196.26
1196.2
1196.61
1196.79
1196.6
1196.91
1197.73
1201.94
1200.47
1200.84
1200.72
1201.85
1201.21
1201.9
1202.55
1202.35
1202.75
1202.58
1200.95
1201.58
1208.07
1212.95
1215.01
1213.09
1214.61
1215.24
1215.62
1215.94
1216.8
1217.1
1218.48
1217.18
1220.01
1218.35
1217.24
1217.75
1217.34
1215.94
1216.48
1217.35
1217.4
1217.7
1217
1216.62
1216.29
1216.3
1214.08
1214.95
1216.4
1215.75
1216.47
1216.78
1216.93
1218.45
1220.43
1219
1219.3
1218.23
1218.57
1216.51
1216.33
1216.93
1216.35
1217.08
1216.78
1217.85
1217.94
1218.03
1218.25
1217.38
1217.99
1218.87
1217.42
1218.19
1218.8
1218.4
1218.9
1218.45
1218.47
1219.79
1217.81
1217.18
1217
1215.11
1215.97
1215.69
1215.85
1214
1215.47
1214.32
