Open,High,Low,Close,Volume
1556.01,1558.62,1554.58,1555.47,2087.38
1555.48,1557.99,1552.81,1556.25,2771.1404
1556.24,1558.7,1556.01,1557.44,1558.1367
1557.44,1563.49,1557.43,1562.35,3228.9336
1562.35,1562.7,1558.29,1558.63,2751.371
1558.63,1562.27,1558.18,1560.85,1394.5365
1560.86,1563.31,1560.08,1563.31,1094.8835
1563.31,1566.11,1560.86,1563.59,2968.8728
1563.59,1564.22,1561.71,1562.32,1284.6822
1562.32,1573.48,1562.2,1570.72,7826.283
1570.73,1577.55,1568,1568.94,5563.3385
1568.95,1569.85,1565.74,1567.73,1863.3682
1567.73,1570.25,1567.73,1568.63,2123.5738
1568.64,1571.27,1567.19,1567.38,2127.0266
1567.38,1569.76,1567.01,1568.94,995.6429
1568.95,1570.08,1567.28,1570.06,1057.1854
1570.07,1570.53,1563.58,1563.95,2186.0922
1563.95,1566.09,1563.94,1565.11,1194.7235
1565.11,1567.18,1560.74,1561.39,1948.8374
1561.39,1564.35,1558.16,1559.7,2997.4259
1559.7,1564.63,1558.81,1564.23,2698.9408
1564.24,1568.29,1561.83,1561.83,2925.5196
1561.83,1562.85,1558.23,1560.78,2544.3101
1560.77,1564.19,1560.35,1563.35,3513.1211
1563.35,1566.3,1562.74,1566.28,3823.5107
1566.27,1569.67,1563.63,1565.93,5105.9442
1565.94,1566.96,1564.05,1565.66,2409.3411
1565.67,1569.74,1565.32,1569.11,3329.2794
1569.11,1572.03,1566.43,1566.44,2783.314
1566.44,1567.65,1563.56,1565.35,2499.0106
1565.36,1566.52,1564.13,1564.63,1425.4351
1564.63,1567.35,1562.86,1565.12,2390.2999
1565.12,1565.55,1563.19,1564.64,2439.8908
1564.64,1565.14,1558.66,1561.31,3847.2034
1561.32,1562,1558.2,1560.13,2922.2537
1560.14,1563.1,1559.8,1561.78,1777.8212
1561.77,1563.08,1560.66,1562.82,5298.9941
1562.82,1566.88,1562.77,1566.77,2533.9891
1566.77,1567.92,1564.19,1566.72,2755.3629
1566.71,1569.77,1564.65,1569.07,2228.3171
1569.08,1572.58,1567.5,1569.99,6967.9763
1569.99,1576.28,1569.85,1573.14,9126.469
1573.14,1573.49,1569.98,1570.29,7257.1183
1570.29,1571,1565.15,1570.06,3239.7037
1570.06,1571,1564.43,1568.37,7792.8845
1568.38,1571.98,1567.52,1571.58,3330.5319
1571.58,1573.5,1569.5,1569.68,3677.5548
1569.68,1572.07,1569.5,1570.28,2116.5676
1570.29,1592.75,1570.28,1589.45,24020.104
1589.44,1609,1585,1586.07,28767.0879
1586.08,1590.49,1566.59,1573.38,27522.6343
1573.38,1582.71,1570.38,1580.93,13937.7876
1580.92,1587.89,1577.46,1577.72,14321.2536
1577.72,1585.98,1577.52,1581.69,6372.6362
1581.69,1582.57,1560.97,1568.62,15462.9457
1568.62,1572.57,1563.42,1571.4,7258.9213
1571.41,1574.21,1565,1566.25,5690.609
1566.26,1573.25,1565.53,1573.09,5084.2314
1573.1,1578.94,1570.49,1576.18,6044.626
1576.18,1578.11,1572.72,1574.09,3632.3244
1574.09,1576.42,1571.01,1572.78,5617.4456
1572.78,1573.37,1568.5,1570.61,8909.3477
1570.61,1575.35,1570.61,1574.36,4924.4024
1574.35,1581,1574,1579.1,3913.8794
1579.1,1580.79,1575.86,1576.7,3176.8743
1576.7,1583,1576.69,1581.95,5884.98
1581.95,1595.66,1581.48,1591.35,10651.3909
1591.35,1599.14,1588.62,1595.66,7067.786
1595.67,1596.55,1588.12,1589.46,3737.5164
1589.46,1591.72,1585.85,1591.18,4317.1387
1591.18,1594.75,1588.24,1591.09,5268.8203
1591.09,1591.1,1587,1588.85,4056.8614
1588.86,1592.64,1588.48,1592.16,3786.5064
1592.17,1592.39,1586.99,1589.41,3419.5356
1589.41,1589.87,1584.24,1584.85,2508.4922
1584.84,1586.77,1578.25,1586.76,5888.6687
1586.76,1587.88,1579.94,1580.96,4420.9211
1580.96,1583.02,1579.08,1580.89,2370.8989
1580.89,1580.89,1576.21,1576.96,2540.7309
1576.97,1582.28,1576.03,1580.85,2428.1777
1580.86,1581.83,1577.18,1577.87,1755.5455
1577.87,1580.06,1576.68,1579.37,1144.5113
1579.36,1580.36,1573.2,1575.33,3571.9184
1575.34,1576.59,1571.9,1574.17,1544.2025
1574.16,1578.53,1570.7,1577.94,3970.1686
1577.95,1578.33,1573.23,1574,2308.4931
1574.01,1575.34,1565.64,1569.18,6915.4816
1569.18,1569.85,1563.69,1565.57,4881.8373
1565.56,1570.58,1563.77,1564.28,6055.3551
1564.27,1569.61,1562.93,1567.54,2320.6402
1567.54,1574.58,1567.46,1572.45,3640.6221
1572.45,1573.58,1570.08,1570.59,1579.9763
1570.6,1577.66,1570.59,1575.48,3352.802
1575.47,1575.97,1570.18,1571.08,2947.3755
1571.08,1575.27,1571.05,1574.97,3071.8078
1574.98,1581.44,1573.13,1581.09,4523.7489
1581.09,1582.01,1576.77,1576.84,3583.403
1576.85,1579.84,1575.1,1575.1,2250.5657
1575.11,1586.26,1570.44,1582.32,11298.4633
1582.32,1587.72,1581.4,1583.95,7883.5576
1583.96,1591.46,1582.49,1590.05,7110.5333
1590.06,1592.01,1586.18,1588.69,5346.4627
1588.69,1588.87,1582.7,1584.07,4096.8423
1584.07,1586.57,1581.51,1582.01,3634.8348
1582,1583.14,1578.86,1583.13,4807.5123
1583.14,1585.58,1581.88,1585.58,1924.8494
1585.58,1585.79,1582.01,1583.75,2234.3001
1583.74,1585.85,1582.16,1585.38,1816.4742
1585.38,1587.87,1583.5,1587.72,3397.1422
1587.73,1588.28,1585.43,1585.79,2521.7102
1585.78,1586.97,1585,1586.08,3179.622
1586.08,1588.72,1585.38,1587.26,2835.6273
1587.26,1587.75,1583.96,1584.35,1939.0197
1584.36,1584.88,1582.19,1584.87,3574.84
1584.88,1586.22,1582.43,1584.42,2183.0729
1584.42,1584.43,1580.3,1582.05,2686.4052
1582.05,1583.57,1580.79,1583.57,3092.4601
1583.56,1584.1,1581.1,1581.51,2451.9357
1581.5,1583.94,1579.63,1579.96,6644.5763
1579.96,1583.47,1579.63,1583.14,2902.6533
1583.14,1583.77,1577.81,1579.72,4139.7923
1579.72,1579.73,1571.57,1576.64,8450.8611
1576.64,1578.37,1574.88,1577.72,3350.007
1577.71,1578.68,1574.13,1576.66,2140.3842
1576.66,1579.42,1570.67,1578.77,6143.1832
1578.78,1582,1577.48,1580.76,2336.1383
1580.75,1580.98,1575,1575.11,2786.0574
1575.12,1578.68,1573.76,1578.47,3959.5087
1578.48,1578.48,1575.39,1577.71,2022.1414
1577.71,1579.62,1577.09,1578.08,1416.7356
1578.08,1578.08,1573.54,1574.36,2725.0856
1574.37,1576.27,1572.27,1573.6,3708.728
1573.6,1577.06,1573.05,1576.99,2595.4862
1576.99,1578.16,1575.26,1576.43,1997.3022
1576.42,1578.41,1575.28,1577.24,1031.2213
1577.24,1577.49,1575.69,1575.9,1212.915
1575.9,1579.37,1575.9,1579.37,2500.3711
1579.36,1580.66,1577.63,1577.63,2483.0849
1577.63,1581.23,1577.16,1580.94,1532.2488
1580.94,1583.58,1580.08,1580.09,3002.1211
1580.09,1585,1579.88,1581.82,3851.2258
1581.82,1583.14,1579.79,1580.53,2469.8027
1580.52,1594,1575.6,1587.99,28601.169
1587.98,1599,1587.01,1594.24,17499.7888
1594.23,1605.66,1591.33,1599,19307.1852
1599.01,1610,1590.13,1592.33,22114.4411
1592.34,1597.37,1586.92,1588.87,13158.1471
1588.87,1596.3,1588.86,1593.64,5825.5764
1593.64,1602.7,1593.3,1597.49,7167.434
1597.5,1599.67,1590.74,1594.06,7141.7539
1594.06,1594.53,1576.54,1578.31,18278.7456
1578.31,1579.5,1533.02,1549.75,76911.4558
1549.63,1549.96,1532.44,1538.73,36175.6023
1538.72,1539.58,1501.39,1513.97,53598.2325
1513.98,1520.28,1501.85,1507.19,21615.4716
1507.2,1544.7,1502.08,1538.24,32156.8059
1538.23,1565.06,1535,1563.46,41971.1747
1563.3,1566.88,1544.55,1549.38,23493.7705
1549.38,1555.16,1544.79,1546.85,10800.5706
1546.86,1551.53,1539.42,1541.58,7859.4171
1541.58,1545.77,1538.65,1544.85,4430.3412
1544.85,1555,1544.38,1551.18,6594.8331
1551.18,1554.71,1536,1540.34,12914.936
1540.34,1545.65,1539.54,1542.03,6568.8892
1542.03,1545.45,1538.12,1544.6,3378.3696
1544.61,1548.61,1541.64,1548.02,2835.7051
1548.02,1549.1,1544.18,1546.6,3988.4083
1546.61,1547.47,1541.02,1541.96,2971.8276
1541.96,1544.78,1539.3,1542.35,2816.0848
1542.35,1542.85,1536.99,1539.3,3329.0348
1539.29,1539.31,1521.51,1524.45,14019.5381
1524.46,1526.96,1516.55,1521.38,10598.5665
1521.38,1527.88,1519.62,1527.84,4384.9015
1527.84,1531.04,1523.9,1527.67,4277.6897
1527.68,1532.46,1526.66,1531.99,2817.528
1531.99,1532,1527.52,1528.46,1584.1346
1528.46,1529.55,1520.09,1520.25,3798.9954
1520.25,1525.14,1517.39,1524.58,4414.5039
1524.59,1527.73,1523.24,1525.36,2741.5134
1525.37,1531.67,1525.34,1531.38,1811.0242
1531.39,1533.28,1525.42,1526.34,2282.4806
1526.35,1528,1523.44,1524.89,1395.8551
1524.89,1526.68,1519.15,1522.68,4041.8103
1522.68,1524.75,1507.9,1511.43,14117.5792
1511.44,1519.63,1509.15,1516.45,7143
1516.46,1520.83,1514.14,1517.67,3209.9482
1517.66,1523.25,1515.72,1520.48,5072.8642
1520.48,1521.45,1515.28,1516.26,3556.7398
1516.25,1521.43,1515.51,1521.42,2773.4261
1521.42,1523.8,1521.08,1523.31,2473.8349
1523.31,1523.31,1519.76,1522.41,1458.1626
1522.41,1522.42,1516.16,1518.14,2607.5132
1518.15,1519.69,1513.91,1516.87,3343.4756
1516.88,1522.32,1516.86,1522,2011.5393
1522,1526.38,1521.56,1523.96,2702.0783
1523.96,1525.08,1522.45,1525.07,1658.9842
1525.08,1526.46,1523.95,1525.73,1523.0876
1525.72,1528,1525.18,1526.47,1828.7783
1526.46,1526.65,1523.45,1525.64,1644.1139
1525.65,1527.35,1524.67,1524.82,1376.4873
1524.82,1527.99,1524.82,1527.98,1709.6338
1527.99,1530.69,1526.01,1529.59,2085.004
1529.58,1532.5,1528.98,1528.99,2302.8344
1529,1530.18,1527.88,1528.37,974.0081
1528.36,1531.3,1527.89,1531.29,995.7057
1531.3,1532.06,1528.1,1528.76,933.2103
1528.75,1529.82,1526.66,1527.22,984.5312
1527.21,1528.98,1527.21,1528.14,1046.594
1528.14,1529.76,1526.42,1527.93,1033.2839
1527.93,1529.46,1525.12,1529.19,2999.1956
1529.18,1531.2,1529.18,1531.04,1644.2977
1531.05,1531.78,1530.39,1530.56,1528.6067
1530.57,1532.38,1529.52,1530.77,1626.995
1530.77,1531.01,1528.38,1530,1699.808
1530.01,1530.01,1527.39,1529.09,1475.8959
1529.09,1529.95,1527.93,1528.65,933.8364
1528.65,1531.64,1528.01,1530.52,2287.305
1530.53,1530.92,1526.09,1528.71,2296.9826
1528.71,1530.73,1527.32,1529.63,1131.2601
1529.64,1530.48,1526.25,1527.03,1444.2183
1527.04,1528.19,1526.09,1526.32,1082.9783
1526.33,1528.14,1524.16,1524.57,2284.3674
1524.58,1528.54,1519.55,1527.35,5472.4489
1527.35,1528.59,1526.21,1527.58,1460.6784
1527.58,1528.95,1526.98,1528.95,1272.721
1528.95,1529.03,1524.37,1524.77,1628.3962
1524.78,1525.06,1522.2,1522.83,1668.8335
1522.82,1525.29,1522.3,1525.28,1517.3361
1525.27,1525.37,1520.08,1520.86,2984.6499
1520.85,1521.17,1516.38,1517.51,3079.3086
1517.5,1519.17,1516.17,1517.1,2345.6186
1517.09,1521.09,1517.08,1519.61,3677.1581
1519.6,1522.39,1517.27,1522.17,2452.8241
1522.16,1523.11,1520.88,1523.09,1323.0512
1523.09,1523.1,1518.48,1518.49,1866.8742
1518.49,1520,1513.33,1519.19,5588.53
1519.19,1520.23,1514.78,1515.31,2694.2949
1515.3,1528.23,1513.38,1527.15,8163.4143
1527.15,1527.98,1518.77,1524.51,6774.4208
1524.5,1527.92,1523.11,1525.07,2703.2712
1525.07,1526.47,1521.18,1522.56,2211.9017
1522.55,1525.73,1519.54,1525.04,2702.1052
1525.04,1538.91,1524.88,1531.8,17601.5467
1531.8,1534.19,1526.66,1532.9,12022.0932
1532.89,1542.73,1531.28,1537.49,10561.7091
1537.5,1547.86,1536.85,1539.67,7603.1227
1539.68,1539.76,1534.23,1535.83,5643.7066
1535.83,1535.97,1531.86,1533.09,4041.7041
1533.09,1539.59,1530.78,1539.55,5614.3069
1539.56,1539.95,1536.62,1536.97,1784.1019
1536.97,1536.97,1532,1532.29,3055.9551
1532.3,1535.35,1531.19,1535.11,3080.4844
1535.1,1539.44,1535.1,1538.78,3270.6873
1538.79,1541.61,1535.61,1536.68,3574.3867
1536.68,1536.68,1532.56,1532.57,2082.6677
1532.56,1534.78,1522.65,1529.37,8006.8293
1529.38,1533.56,1528.01,1531.02,2624.9199
1531.03,1535.64,1528.86,1534.34,2521.855
1534.35,1541.75,1532.52,1540.47,3528.0232
1540.47,1543.33,1538.36,1539.08,2900.1155
1539.09,1543.2,1537.06,1542.44,1958.4778
1542.44,1549,1540.66,1545.31,5683.1261
1545.3,1553.64,1544.75,1549.23,8268.04
1549.23,1554.52,1549.22,1551.95,4864.4349
1551.95,1557.91,1551.94,1554.78,4609.3571
1554.79,1564.43,1554.62,1557.57,9456.8671
1557.57,1558.48,1553.1,1555.01,4226.3276
1555,1558.16,1555,1557.44,1659.8966
1557.45,1560.12,1550.69,1551.83,3951.3449
1551.82,1554.84,1550.82,1554.68,1994.0939
1554.68,1555.23,1547.49,1548.88,2882.283
1548.88,1549.56,1545,1545.01,3278.4752
1545,1551.29,1544.27,1551.02,2087.019
1551.02,1552.01,1548,1549.61,1232.6628
1549.61,1552.63,1546.29,1550.68,3395.8331
1550.69,1552.28,1549.11,1551.5,2222.2607
1551.51,1551.95,1547.8,1548.35,1525.5881
1548.35,1550.77,1546.55,1550.58,1192.2648
1550.59,1551.48,1548.23,1550.85,1311.5934
1550.84,1555.66,1548.93,1551.09,2888.8803
1551.09,1551.99,1546.47,1548.84,3614.0041
1548.83,1554.59,1546.81,1553.26,2427.4214
1553.25,1554.68,1547.69,1548.35,2311.4212
1548.35,1550.17,1546,1548.21,1613.9612
1548.22,1549.27,1545.51,1549.26,1798.1912
1549.26,1558.2,1549,1556.76,3133.0188
1556.77,1557.15,1552.39,1553.24,1762.9647
1553.24,1558.21,1553.05,1556.18,1695.8659
1556.18,1559.61,1554.38,1554.39,1880.5131
1554.39,1561.17,1554.38,1558.94,3314.0391
1558.95,1563.88,1555.69,1555.9,5378.0878
1555.9,1556.55,1553.61,1553.66,1835.0165
1553.66,1555.97,1553.06,1555,1014.4307
1555.01,1556.12,1551.29,1554.72,1893.1675
1554.72,1555.44,1552.64,1554.61,699.4566
1554.61,1555,1553.22,1554.54,982.0765
1554.55,1555.56,1553.61,1555.56,1048.9007
1555.56,1556.66,1554.63,1556.56,1549.8773
1556.55,1556.63,1549.79,1549.97,2659.5904
1549.98,1552.06,1545.98,1546.92,3867.9342
1546.91,1550.48,1542.74,1549.04,4669.4364
1549.05,1551,1546.83,1548.37,2368.5023
1548.36,1548.5,1544.96,1546.31,2029.6913
1546.32,1548.65,1545.39,1547.12,1493.8492
1547.11,1548.18,1543.85,1546.84,1761.0546
1546.84,1548.33,1543.35,1547.78,2663.8276
1547.79,1549.35,1546.08,1546.85,1279.0549
1546.86,1547.34,1543.69,1545.15,1844.0868
1545.15,1546.84,1543.73,1544.91,1947.0936
1544.91,1550.42,1542.02,1549.99,4741.6525
1550,1552.98,1548.72,1552.97,3679.1915
1552.98,1553.18,1549.77,1550.33,2352.3428
1550.32,1550.77,1548.83,1548.99,1855.6741
1548.99,1551.06,1546.42,1547.81,1683.1494
1547.82,1553.04,1545.26,1552.18,12402.0413
1552.19,1552.32,1549.71,1551.96,1803.8117
1551.95,1551.98,1548.88,1549.17,1427.0773
1549.17,1553.38,1548.44,1553.25,1999.9207
1553.24,1555.85,1551.27,1551.48,2710.1686
1551.48,1554.45,1551.09,1552.55,2029.7298
1552.55,1553,1549.53,1551.27,1846.7708
1551.26,1551.47,1548.44,1548.95,943.2419
1548.95,1551.08,1548.78,1549.69,1053.7736
1549.69,1553.38,1549.69,1552.7,1313.3824
1552.71,1554.01,1551.35,1551.35,1644.4607
1551.35,1552.7,1548.97,1550.25,1076.9317
1550.26,1551.16,1548.88,1549.92,1266.0211
1549.92,1551.46,1549.32,1549.49,957.9733
1549.48,1552.24,1549.02,1552.16,1582.7963
1552.15,1554.97,1551.38,1554.89,2509.5091
1554.9,1557.39,1553.76,1555.37,2810.8097
1555.37,1560.69,1555.37,1558.11,3910.3666
1558.11,1562.7,1557.26,1557.85,2808.9503
1557.86,1559.28,1555.88,1556.21,1824.3475
1556.22,1558.94,1555.06,1556.91,2190.2346
1556.92,1557.58,1552.58,1554.16,1739.393
1554.17,1557.35,1553.97,1556.3,1506.0389
1556.3,1557.08,1553.44,1556.81,1777.0688
1556.8,1568,1551.44,1562.03,11546.4968
1562.02,1564.29,1557.51,1560.79,5872.664
1560.78,1567,1559.36,1564.82,5071.8335
1564.82,1569.9,1561.77,1564.97,5384.7747
1564.97,1566.22,1562.44,1562.44,2736.0984
1562.45,1564.35,1561.1,1563.69,2160.6139
1563.69,1564.67,1561.61,1564,2610.3168
1564,1568.9,1563.99,1568.65,3440.067
1568.65,1586.65,1567.35,1585.33,23602.7818
1585.32,1593.38,1581.5,1585.32,10527.7752
1585.32,1591.38,1585.32,1587.08,5255.0766
1587.09,1591.58,1586.98,1587.42,7699.6002
1587.43,1591,1585.59,1588.58,4153.7801
1588.58,1596.55,1587.14,1592.02,7567.1918
1592.03,1598.76,1587.72,1592.29,9837.7174
1592.29,1595.65,1585.5,1587.06,5709.0629
1587.06,1594,1583.66,1593,5075.743
1593,1594.3,1589.61,1592,2190.3286
1592,1593.75,1589,1592.28,2524.1891
1592.29,1594.69,1589.61,1592.2,2833.3225
1592.2,1599.72,1591.18,1593.66,4713.5047
1593.66,1601.53,1590,1600.49,9719.5229
1600.49,1632,1600.48,1623.17,33930.9225
1623.17,1638.71,1623.16,1625.5,15550.6241
1625.49,1644.06,1623.51,1633.78,17100.0553
1633.67,1644.39,1632.49,1641.35,14670.6165
1641.34,1650.95,1635.66,1635.69,16718.7155
1635.68,1642.43,1635.38,1639.89,4596.536
1639.89,1641.17,1636.36,1637.99,3087.8328
1638,1640,1635.59,1636.83,3491.2787
1636.83,1639.99,1635.97,1639.3,4324.3108
1639.31,1669.9,1638.37,1651.61,23099.9537
1651.62,1655.32,1644.67,1651.35,5589.9294
1651.35,1655.43,1650.14,1651.94,4769.4215
1651.93,1654,1649.64,1653.92,4057.0468
1653.92,1661.52,1652.74,1657.69,6252.9557
1657.69,1661.31,1652.85,1660.98,5196.9946
1660.99,1662.48,1657.69,1658.52,3917.976
1658.53,1676.61,1653.47,1656.91,26279.1527
1656.91,1663.39,1653.21,1661.38,7438.2288
1661.38,1665.42,1659,1660.22,3454.734
1660.22,1660.75,1654.08,1654.71,4757.4402
1654.7,1657.68,1652.38,1653.24,4193.4702
1653.23,1658.17,1652.68,1655.02,4383.5767
1655.03,1657.73,1654.18,1654.19,3134.6025
1654.19,1654.95,1652.23,1652.26,3887.8923
1652.25,1656.26,1652.25,1654.89,2231.8978
1654.88,1657,1654.88,1656.97,1372.6177
1656.98,1656.98,1652.71,1653.4,3937.418
1653.4,1653.63,1642.6,1648.46,8934.1946
1648.45,1649.18,1644.49,1645.43,2605.3105
1645.43,1649.83,1645.43,1649.04,3382.9364
1649.05,1650.34,1648.47,1650.21,1659.8541
1650.2,1650.28,1648.28,1648.8,2106.8618
1648.81,1652.47,1647,1651.42,3068.7829
1651.42,1653.73,1651.41,1653.58,1824.7823
1653.57,1654.92,1652.85,1653.96,1935.8824
1653.95,1654.9,1649.35,1650.45,2667.7756
1650.46,1650.46,1648.01,1648.07,2228.9721
1648.06,1649.84,1648.06,1649.83,1512.9688
1649.83,1650,1648.64,1649.65,1550.2944
1649.64,1649.65,1645.42,1646.02,1800.3042
1646.03,1649.02,1645.04,1647.83,2669.1433
1647.83,1650.5,1647.83,1650.18,2336.4902
1650.19,1652.08,1649.87,1650.98,2184.6676
1650.99,1654.33,1650.98,1652.96,2937.3041
1652.96,1653.65,1652.35,1653.01,2072.3263
1653,1653.76,1651.67,1652.94,1355.2617
1652.93,1654,1649.43,1653.56,3885.2215
1653.56,1653.96,1651.17,1651.19,1677.9121
1651.2,1654.01,1650.81,1653.48,3457.371
1653.48,1653.48,1650.08,1650.27,1926.6851
1650.27,1653.66,1650.21,1652.67,2442.9437
1652.66,1652.67,1646.2,1647.28,5747.4554
1647.29,1649.37,1644.81,1646.82,4177.2732
1646.82,1648.38,1645.58,1646.48,2343.0208
1646.49,1659.68,1646.48,1652.76,9330.5682
1652.76,1665.48,1649.15,1662.28,12469.6192
1662.28,1679.26,1659.48,1676.83,18468.2726
1676.83,1678.24,1616.21,1633.73,48696.6539
1633.7,1643.75,1620.16,1641.44,27474.2121
1641.44,1643.86,1634.65,1641.25,6647.9431
1641.25,1643.12,1632.6,1634.48,5646.6055
1634.49,1644,1634.48,1643.39,3797.021
1643.39,1647.79,1641.73,1646.53,6371.8075
1646.53,1650,1645.31,1647.04,4145.4209
1647.04,1653.97,1645.31,1648.88,4725.471
1648.88,1656.88,1647.5,1653.08,4923.1809
1653.09,1656.09,1647.99,1654.14,6710.6758
1654.14,1660,1652.1,1658.59,3683.7623
1658.58,1658.59,1654.39,1654.4,3636.4435
1654.4,1654.4,1649.39,1651.34,4267.2435
1651.34,1652.53,1645.5,1648.55,5352.8701
1648.55,1651.42,1646.31,1650.54,2353.2899
1650.54,1652.77,1647.79,1648.37,3036.1025
1648.37,1650,1646.72,1650,1791.6979
1650,1653.9,1649.7,1652.15,2468.9718
1652.16,1654,1647.13,1649.01,2231.9183
1649.01,1656,1648.98,1654.79,4211.4854
1654.79,1663.98,1654.48,1661.84,13005.0087
1661.85,1667.29,1660.49,1662.51,7184.2989
1662.51,1663,1643.29,1647.26,11495.4008
1647.27,1656,1645.84,1653.91,7028.6203
1653.92,1657.48,1650.68,1654.91,3079.5419
1654.92,1660.49,1654.87,1658.19,4861.8034
1658.19,1661.39,1655.29,1657.77,3866.6039
1657.78,1659.58,1652.03,1658.38,4691.5791
1658.38,1660.28,1653.02,1656.36,3155.1692
1656.36,1659.81,1653.23,1659.21,2510.0941
1659.22,1661.49,1647.27,1655.34,7674.0317
1655.34,1656.88,1650.9,1652.68,3599.5364
1652.68,1656.44,1649.88,1654.39,2876.6976
1654.4,1657.81,1654.28,1656.63,859.3484
1656.62,1661.96,1656.49,1661.21,2346.5582
1661.21,1668.88,1661.21,1661.49,7657.3187
1661.49,1664.78,1661.22,1663.02,1458.5044
1663.03,1664,1658.09,1662.88,1934.3506
1662.89,1666.33,1662.58,1663.19,2880.4221
1663.18,1667.97,1662.19,1664.92,3077.8874
1664.92,1664.94,1656.45,1658.78,3240.4039
1658.78,1661.41,1654.13,1656.1,2946.4531
1656.11,1658.65,1654.19,1654.19,2881.3688
1654.19,1658.37,1651.71,1656.18,3633.8366
1656.18,1659.88,1653.65,1655.57,2606.9222
1655.57,1660.93,1655.08,1659.74,2465.2119
1659.74,1664.57,1659.23,1663.27,1671.9916
1663.26,1663.67,1655.6,1656.58,2307.197
1656.58,1657.42,1648.38,1649.7,2137.0142
1649.7,1653.27,1647.41,1650.16,3189.8201
1650.16,1650.88,1625.99,1628.96,5117.1869
1628.96,1643.9,1627.96,1640.59,7899.0312
1640.6,1640.76,1622.97,1628.28,14059.0664
1628.28,1632.29,1622.65,1623.39,6720.1518
1623.39,1627.42,1622.09,1626.66,6125.9055
1626.65,1633.22,1622.55,1631.29,4942.9177
1631.28,1636.49,1629.01,1634.12,4446.7668
1634.12,1634.79,1629.35,1631.27,2801.7644
1631.27,1632.89,1630.34,1632.35,1733.1832
1632.34,1632.35,1621.64,1628.55,4254.5432
1628.55,1629.73,1624,1625,1880.0546
1625.01,1633.13,1615.66,1620.08,10993.505
1620.08,1625.88,1614.71,1623.89,6832.2865
1623.88,1625.57,1621.09,1622.16,1298.3693
1622.16,1625.56,1619.48,1622.07,2157.9626
1622.08,1625.19,1604,1609.69,9052.5422
1609.69,1616.85,1607.56,1615.68,5033.5697
1615.68,1619.77,1615.67,1619.56,2045.2721
1619.56,1621.42,1615.67,1620.69,2934.8063
1620.69,1622.45,1619.69,1620.18,2305.6355
1620.17,1622.85,1616.86,1622.5,3846.2295
1622.51,1622.84,1620.85,1620.85,1292.3737
1620.86,1623.94,1620.77,1623.83,1620.7549
1623.84,1628.85,1623.08,1626.09,4457.9608
1626.08,1626.93,1624.75,1626.18,5085.2067
1626.18,1629.81,1626.13,1629.36,2480.4567
1629.35,1631.09,1626,1626.11,3042.4967
1626.12,1628.48,1625.76,1627.7,4817.4409
1627.69,1628,1626.57,1627.73,2454.5845
1627.72,1628,1626.5,1627.54,1237.1131
1627.53,1630.23,1627.07,1628.83,2305.2047
1628.82,1631.06,1628.58,1630.77,2638.938
1630.76,1631.15,1628.35,1628.79,1974.7204
1628.79,1630,1627.56,1629.78,2135.9986
1629.77,1630,1626.87,1628.23,2381.1641
1628.22,1630,1627.56,1627.68,2023.3992
1627.69,1628.39,1627,1627.08,1305.9478
1627.07,1627.28,1620.83,1623.43,6790.5814
1623.42,1625.57,1621.51,1625.57,1359.8501
1625.57,1631.55,1625.29,1630.5,3224.2757
1630.49,1631.41,1625.45,1631.35,2805.1012
1631.35,1631.85,1629.8,1631.04,1348.5627
1631.03,1631.53,1628,1629.2,3955.8361
1629.21,1629.21,1624.1,1625.29,5318.7418
1625.3,1626.88,1622.62,1624.92,3091.7405
1624.92,1625.77,1620,1623.45,4553.1968
1623.46,1625,1621.8,1624.8,2098.6079
1624.79,1627.58,1624.43,1626.82,2426.905
1626.82,1627.74,1625.6,1625.61,1805.9878
1625.61,1628.33,1624.31,1627.87,1751.6249
1627.86,1627.87,1621.06,1621.77,4394.8029
1621.77,1626.35,1618.47,1625.77,2772.2807
1625.78,1625.96,1622.3,1624.57,1067.9304
1624.57,1625.09,1620.57,1623.11,2221.2592
1623.11,1624.3,1620.18,1621.46,1240.509
1621.46,1628.92,1621.1,1627.58,2803.7792
1627.58,1634.93,1626.44,1633.61,8327.0906
1633.61,1638.84,1631,1633.3,5267.6624
1633.3,1634.87,1630.79,1633,1907.0326
1633,1634.57,1630.68,1633.26,2045.8125
1633.26,1634.06,1629.88,1632.01,3247.5643
1632.01,1632.64,1630.77,1632.64,2240.8777
1632.63,1638.73,1632.26,1637.46,2889.0779
1637.47,1638.38,1634.78,1635.62,2929.775
1635.62,1645.61,1633.8,1642.51,13912.9577
1642.5,1649.71,1641.26,1648.5,7345.7738
1648.5,1650.51,1617.54,1633.45,27119.2486
1633.46,1636.92,1630,1635.62,7963.5311
1635.63,1641.24,1634,1635.51,5634.9378
1635.5,1637.01,1629.61,1632.34,5016.7079
1632.35,1638.55,1632.34,1638.46,3607.7435
1638.47,1638.91,1636.52,1638.91,2089.8011
1638.9,1640.81,1636.57,1636.71,2679.4439
1636.71,1645.41,1635.36,1643.8,4701.7852
1643.81,1653.66,1642.83,1652.73,8903.5002
1652.82,1663.89,1651.06,1656.53,14557.2784
1656.53,1660,1654.8,1656.63,4593.4654
1656.64,1659.7,1654.74,1656.73,3961.4082
1656.72,1656.97,1653.92,1654.01,2525.1982
1654,1656.06,1646.31,1649.47,7550.0477
